Date,Airport,Total,Flights,Booths,Mean per flight
29/09/2011,ORD,11695,61,402,191.72
29/09/2011,PHL,4275,25,142,171
29/09/2011,PHX,978,15,41,65.2
29/09/2011,SEA,2609,18,141,144.94
29/09/2011,SFO,11114,46,493,241.61
29/09/2011,LGA,12443,82,485,151.74
29/09/2011,BOS,4785,26,186,184
30/09/2011,ATL,10397,61,386,170.44
30/09/2011,CLT,2650,14,74,189.29
30/09/2011,DEN,923,7,39,131.86
30/09/2011,DFW,6541,54,228,121.13
30/09/2011,DTW,3834,17,141,225.53
30/09/2011,EWR,14219,87,581,163.44
30/09/2011,IAH,9505,90,386,105.61
30/09/2011,JFK,34191,162,1349,211.06
30/09/2011,LAS,1814,12,58,151.17
30/09/2011,LAX,20877,104,1005,200.74
30/09/2011,MCO,3244,17,141,190.82
30/09/2011,MIA,23884,162,880,147.43
30/09/2011,MSP,1978,11,61,179.82
30/09/2011,ORD,13251,67,447,197.78
30/09/2011,PHL,4543,26,161,174.73
30/09/2011,PHX,1484,17,92,87.29
30/09/2011,SEA,3470,21,176,165.24
30/09/2011,SFO,11771,48,523,245.23
30/09/2011,LGA,14219,87,581,163.44
30/09/2011,BOS,6045,31,189,195
01/10/2011,ATL,12814,78,468,164.28
01/10/2011,CLT,2972,18,60,165.11
01/10/2011,DEN,1604,13,45,123.38
01/10/2011,DFW,7459,60,240,124.32
01/10/2011,DTW,4890,23,186,212.61
01/10/2011,EWR,16226,98,615,165.57
01/10/2011,IAH,10128,92,422,110.09
01/10/2011,JFK,34494,158,1342,218.32
01/10/2011,LAS,1588,10,76,158.8
01/10/2011,LAX,23969,112,1008,214.01
01/10/2011,MCO,4310,22,192,195.91
01/10/2011,MIA,24145,158,782,152.82
01/10/2011,MSP,2205,13,84,169.62
01/10/2011,ORD,14184,64,398,221.63
01/10/2011,PHL,5079,28,145,181.39
01/10/2011,PHX,1352,15,70,90.13
01/10/2011,SEA,3407,21,158,162.24
01/10/2011,SFO,12110,49,523,247.14
01/10/2011,LGA,16226,98,615,165.57
01/10/2011,BOS,5625,27,151,208
02/10/2011,ATL,10856,66,455,164.48
02/10/2011,CLT,2790,16,74,174.38
02/10/2011,DEN,836,7,28,119.43
02/10/2011,DFW,6721,59,241,113.92
02/10/2011,DTW,3936,18,194,218.67
02/10/2011,EWR,14739,91,545,161.97
02/10/2011,IAH,10031,100,434,100.31
02/10/2011,JFK,34520,157,1472,219.87
02/10/2011,LAS,2508,15,61,167.2
02/10/2011,LAX,22226,107,963,207.72
02/10/2011,MCO,3509,20,188,175.45
02/10/2011,MIA,24114,163,865,147.94
02/10/2011,MSP,1727,10,58,172.7
02/10/2011,ORD,13808,68,375,203.06
02/10/2011,PHL,5048,26,173,194.15
02/10/2011,PHX,1727,20,84,86.35
02/10/2011,SEA,2946,18,141,163.67
02/10/2011,SFO,12033,47,576,256.02
02/10/2011,LGA,14739,91,545,161.97
02/10/2011,BOS,5746,29,189,198
03/10/2011,ATL,10488,66,364,158.91
03/10/2011,CLT,2301,15,57,153.4
03/10/2011,DEN,766,7,29,109.43
03/10/2011,DFW,6347,56,223,113.34
03/10/2011,DTW,3987,20,187,199.35
03/10/2011,EWR,13573,89,465,152.51
03/10/2011,IAH,8327,98,344,84.97
03/10/2011,JFK,33510,161,1551,208.14
03/10/2011,LAS,1670,11,59,151.82
03/10/2011,LAX,19056,103,851,185.01
03/10/2011,MCO,3054,16,137,190.88
03/10/2011,MIA,21533,154,776,139.82
03/10/2011,MSP,1532,10,67,153.2
03/10/2011,ORD,12155,67,365,181.42
03/10/2011,PHL,4441,25,170,177.64
03/10/2011,PHX,1373,16,50,85.81
03/10/2011,SEA,3160,20,121,158
03/10/2011,SFO,9266,41,479,226
03/10/2011,LGA,13573,89,465,152.51
03/10/2011,BOS,4730,27,164,175
04/10/2011,ATL,8640,59,359,146.44
04/10/2011,CLT,1748,13,50,134.46
04/10/2011,DEN,682,7,21,97.43
04/10/2011,DFW,4650,53,204,87.74
04/10/2011,DTW,2747,17,147,161.59
04/10/2011,EWR,11065,81,416,136.6
04/10/2011,IAH,6484,84,298,77.19
04/10/2011,JFK,29634,154,1403,192.43
04/10/2011,LAS,1340,8,57,167.5
04/10/2011,LAX,17065,95,795,179.63
04/10/2011,MCO,3879,20,158,193.95
04/10/2011,MIA,17452,136,678,128.32
04/10/2011,MSP,1767,11,49,160.64
04/10/2011,ORD,9814,59,346,166.34
04/10/2011,PHL,3751,24,122,156.29
04/10/2011,PHX,1010,17,58,59.41
04/10/2011,SEA,1871,18,96,103.94
04/10/2011,SFO,9486,49,440,193.59
04/10/2011,LGA,11065,81,416,136.6
04/10/2011,BOS,4216,28,162,150
05/10/2011,ATL,8675,61,357,142.21
05/10/2011,CLT,1830,14,42,130.71
05/10/2011,DEN,755,7,27,107.86
05/10/2011,DFW,4669,53,214,88.09
05/10/2011,DTW,2980,17,145,175.29
05/10/2011,EWR,11165,80,471,139.56
05/10/2011,IAH,7284,88,327,82.77
05/10/2011,JFK,28423,151,1383,188.23
05/10/2011,LAS,1794,9,75,199.33
05/10/2011,LAX,17062,97,813,175.9
05/10/2011,MCO,3518,18,170,195.44
05/10/2011,MIA,19653,148,843,132.79
05/10/2011,MSP,1681,11,54,152.82
05/10/2011,ORD,10703,66,365,162.17
05/10/2011,PHL,3775,26,163,145.19
05/10/2011,PHX,641,16,60,40.06
05/10/2011,SEA,2746,20,137,137.3
05/10/2011,SFO,9036,48,459,188.25
05/10/2011,LGA,11165,80,471,139.56
05/10/2011,BOS,4087,25,140,163
06/10/2011,ATL,9767,66,386,147.98
06/10/2011,CLT,2021,15,68,134.73
06/10/2011,DEN,763,7,25,109
06/10/2011,DFW,4793,52,239,92.17
06/10/2011,DTW,3141,18,192,174.5
06/10/2011,EWR,12946,87,496,148.8
06/10/2011,IAH,7300,93,367,78.49
06/10/2011,JFK,29249,150,1334,194.99
06/10/2011,LAS,2855,16,98,178.44
06/10/2011,LAX,18212,103,853,176.82
06/10/2011,MCO,3731,20,136,186.55
06/10/2011,MIA,21307,152,818,140.18
06/10/2011,MSP,1733,10,76,173.3
06/10/2011,ORD,10709,63,391,169.98
06/10/2011,PHL,3662,25,149,146.48
06/10/2011,PHX,1215,17,66,71.47
06/10/2011,SEA,2163,16,131,135.19
06/10/2011,SFO,9412,46,472,204.61
06/10/2011,LGA,12946,87,496,148.8
06/10/2011,BOS,4468,26,140,171
07/10/2011,ATL,9965,64,382,155.7
07/10/2011,CLT,2351,16,63,146.94
07/10/2011,DEN,874,7,23,124.86
07/10/2011,DFW,6074,54,262,112.48
07/10/2011,DTW,3186,16,180,199.13
07/10/2011,EWR,13226,89,493,148.61
07/10/2011,IAH,9125,99,369,92.17
07/10/2011,JFK,31174,160,1443,194.84
07/10/2011,LAS,1749,12,64,145.75
07/10/2011,LAX,18429,104,910,177.2
07/10/2011,MCO,3757,18,164,208.72
07/10/2011,MIA,24072,162,875,148.59
07/10/2011,MSP,1920,11,57,174.55
07/10/2011,ORD,11638,66,405,176.33
07/10/2011,PHL,4352,29,170,150.07
07/10/2011,PHX,1417,17,55,83.35
07/10/2011,SEA,3120,22,148,141.82
07/10/2011,SFO,9868,50,520,197.36
07/10/2011,LGA,13226,89,493,148.61
07/10/2011,BOS,5236,32,161,163
08/10/2011,ATL,12496,76,448,164.42
08/10/2011,CLT,2888,19,67,152
08/10/2011,DEN,1591,13,44,122.38
08/10/2011,DFW,7268,59,251,123.19
08/10/2011,DTW,3826,19,151,201.37
08/10/2011,EWR,14268,95,475,150.19
08/10/2011,IAH,10343,104,360,99.45
08/10/2011,JFK,32419,160,1258,202.62
08/10/2011,LAS,1739,13,60,133.77
08/10/2011,LAX,22043,114,893,193.36
08/10/2011,MCO,4942,23,219,214.87
08/10/2011,MIA,24083,161,825,149.58
08/10/2011,MSP,2092,11,69,190.18
08/10/2011,ORD,13063,67,373,194.97
08/10/2011,PHL,4803,28,183,171.54
08/10/2011,PHX,1728,18,74,96
08/10/2011,SEA,2942,22,159,133.73
08/10/2011,SFO,10687,49,499,218.1
08/10/2011,LGA,14268,95,475,150.19
08/10/2011,BOS,4998,24,155,208
09/10/2011,ATL,10923,67,461,163.03
09/10/2011,CLT,2958,17,77,174
09/10/2011,DEN,799,7,25,114.14
09/10/2011,DFW,6954,60,263,115.9
09/10/2011,DTW,3529,17,213,207.59
09/10/2011,EWR,13264,88,449,150.73
09/10/2011,IAH,9716,92,374,105.61
09/10/2011,JFK,33055,161,1416,205.31
09/10/2011,LAS,2477,16,74,154.81
09/10/2011,LAX,19654,103,874,190.82
09/10/2011,MCO,3956,21,168,188.38
09/10/2011,MIA,24226,165,883,146.82
09/10/2011,MSP,1714,10,71,171.4
09/10/2011,ORD,12806,69,349,185.59
09/10/2011,PHL,4642,25,122,185.68
09/10/2011,PHX,2013,20,79,100.65
09/10/2011,SEA,2259,16,133,141.19
09/10/2011,SFO,10537,45,477,234.16
09/10/2011,LGA,13264,88,449,150.73
09/10/2011,BOS,4929,29,132,169
10/10/2011,ATL,10122,63,383,160.67
10/10/2011,CLT,2649,15,63,176.6
10/10/2011,DEN,794,7,26,113.43
10/10/2011,DFW,6604,57,235,115.86
10/10/2011,DTW,3860,21,188,183.81
10/10/2011,EWR,14155,91,513,155.55
10/10/2011,IAH,8784,98,356,89.63
10/10/2011,JFK,32880,157,1345,209.43
10/10/2011,LAS,1749,12,60,145.75
10/10/2011,LAX,18806,106,912,177.42
10/10/2011,MCO,3422,17,172,201.29
10/10/2011,MIA,21308,151,815,141.11
10/10/2011,MSP,1529,10,70,152.9
10/10/2011,ORD,11502,65,337,176.95
10/10/2011,PHL,4004,23,140,174.09
10/10/2011,PHX,1724,17,67,101.41
10/10/2011,SEA,2691,20,116,134.55
10/10/2011,SFO,9935,46,552,215.98
10/10/2011,LGA,14155,91,513,155.55
10/10/2011,BOS,5125,26,181,197
11/10/2011,ATL,9496,63,363,150.73
11/10/2011,CLT,2075,13,47,159.62
11/10/2011,DEN,753,7,22,107.57
11/10/2011,DFW,5249,51,226,102.92
11/10/2011,DTW,2607,17,163,153.35
11/10/2011,EWR,11612,84,419,138.24
11/10/2011,IAH,6782,85,337,79.79
11/10/2011,JFK,29393,157,1298,187.22
11/10/2011,LAS,1238,9,50,137.56
11/10/2011,LAX,16822,95,838,177.07
11/10/2011,MCO,3864,20,176,193.2
11/10/2011,MIA,18875,140,781,134.82
11/10/2011,MSP,1756,11,64,159.64
11/10/2011,ORD,9776,59,343,165.69
11/10/2011,PHL,3896,24,152,162.33
11/10/2011,PHX,1567,17,57,92.18
11/10/2011,SEA,1798,17,114,105.76
11/10/2011,SFO,9133,45,479,202.96
11/10/2011,LGA,11612,84,419,138.24
11/10/2011,BOS,4351,27,176,161
12/10/2011,ATL,8678,61,407,142.26
12/10/2011,CLT,1970,12,46,164.17
12/10/2011,DEN,742,7,31,106
12/10/2011,DFW,5468,53,236,103.17
12/10/2011,DTW,3071,17,141,180.65
12/10/2011,EWR,10961,78,484,140.53
12/10/2011,IAH,7222,85,338,84.96
12/10/2011,JFK,28578,151,1344,189.26
12/10/2011,LAS,1796,10,72,179.6
12/10/2011,LAX,16320,94,778,173.62
12/10/2011,MCO,3670,18,132,203.89
12/10/2011,MIA,20585,145,869,141.97
12/10/2011,MSP,1692,12,65,141
12/10/2011,ORD,10885,67,398,162.46
12/10/2011,PHL,3883,25,128,155.32
12/10/2011,PHX,854,14,61,61
12/10/2011,SEA,2561,19,114,134.79
12/10/2011,SFO,9430,48,426,196.46
12/10/2011,LGA,10961,78,484,140.53
12/10/2011,BOS,3979,25,186,159
13/10/2011,ATL,9558,66,358,144.82
13/10/2011,CLT,2053,14,72,146.64
13/10/2011,DEN,777,7,41,111
13/10/2011,DFW,4695,50,199,93.9
13/10/2011,DTW,3305,18,138,183.61
13/10/2011,EWR,11891,84,484,141.56
13/10/2011,IAH,7386,93,336,79.42
13/10/2011,JFK,26813,146,1307,183.65
13/10/2011,LAS,2663,15,61,177.53
13/10/2011,LAX,17219,100,815,172.19
13/10/2011,MCO,3827,20,182,191.35
13/10/2011,MIA,20652,150,822,137.68
13/10/2011,MSP,1714,10,50,171.4
13/10/2011,ORD,10614,62,368,171.19
13/10/2011,PHL,3541,23,126,153.96
13/10/2011,PHX,1458,17,64,85.76
13/10/2011,SEA,1934,16,92,120.88
13/10/2011,SFO,9506,44,398,216.05
13/10/2011,LGA,11891,84,484,141.56
13/10/2011,BOS,4291,25,135,171
14/10/2011,ATL,10599,63,402,168.24
14/10/2011,CLT,2606,14,55,186.14
14/10/2011,DEN,815,7,29,116.43
14/10/2011,DFW,6446,54,248,119.37
14/10/2011,DTW,3464,17,220,203.76
14/10/2011,EWR,13793,89,518,154.98
14/10/2011,IAH,9482,102,424,92.96
14/10/2011,JFK,31728,160,1270,198.3
14/10/2011,LAS,1743,12,69,145.25
14/10/2011,LAX,18437,99,839,186.23
14/10/2011,MCO,3927,19,197,206.68
14/10/2011,MIA,24214,166,893,145.87
14/10/2011,MSP,1967,10,59,196.7
14/10/2011,ORD,12382,66,397,187.61
14/10/2011,PHL,4468,26,133,171.85
14/10/2011,PHX,1839,17,60,108.18
14/10/2011,SEA,3061,21,121,145.76
14/10/2011,SFO,10668,47,501,226.98
14/10/2011,LGA,13793,89,518,154.98
14/10/2011,BOS,5498,31,177,177
15/10/2011,ATL,13103,77,417,170.17
15/10/2011,CLT,3406,20,72,170.3
15/10/2011,DEN,1580,13,52,121.54
15/10/2011,DFW,7345,60,238,122.42
15/10/2011,DTW,4178,18,185,232.11
15/10/2011,EWR,15442,96,583,160.85
15/10/2011,IAH,10964,101,383,108.55
15/10/2011,JFK,34334,162,1425,211.94
15/10/2011,LAS,1737,10,58,173.7
15/10/2011,LAX,23606,112,966,210.77
15/10/2011,MCO,5145,23,231,223.7
15/10/2011,MIA,24351,157,839,155.1
15/10/2011,MSP,2287,14,84,163.36
15/10/2011,ORD,13656,67,387,203.82
15/10/2011,PHL,5030,28,143,179.64
15/10/2011,PHX,2200,19,87,115.79
15/10/2011,SEA,3032,20,135,151.6
15/10/2011,SFO,11612,48,440,241.92
15/10/2011,LGA,15442,96,583,160.85
15/10/2011,BOS,5121,25,150,204
16/10/2011,ATL,11339,68,477,166.75
16/10/2011,CLT,3210,17,51,188.82
16/10/2011,DEN,812,7,35,116
16/10/2011,DFW,7178,60,255,119.63
16/10/2011,DTW,3971,18,164,220.61
16/10/2011,EWR,14579,91,579,160.21
16/10/2011,IAH,10358,101,337,102.55
16/10/2011,JFK,34457,161,1381,214.02
16/10/2011,LAS,2499,16,70,156.19
16/10/2011,LAX,21533,103,984,209.06
16/10/2011,MCO,4096,21,199,195.05
16/10/2011,MIA,24030,163,822,147.42
16/10/2011,MSP,1778,10,73,177.8
16/10/2011,ORD,13374,67,399,199.61
16/10/2011,PHL,4654,24,148,193.92
16/10/2011,PHX,2094,20,87,104.7
16/10/2011,SEA,2507,17,128,147.47
16/10/2011,SFO,11259,46,515,244.76
16/10/2011,LGA,14579,91,579,160.21
16/10/2011,BOS,5310,29,183,183
17/10/2011,ATL,10020,62,383,161.61
17/10/2011,CLT,2626,15,55,175.07
17/10/2011,DEN,843,7,29,120.43
17/10/2011,DFW,6466,54,230,119.74
17/10/2011,DTW,3820,20,198,191
17/10/2011,EWR,13334,89,492,149.82
17/10/2011,IAH,8568,95,309,90.19
17/10/2011,JFK,30588,153,1269,199.92
17/10/2011,LAS,1724,11,70,156.73
17/10/2011,LAX,19496,102,863,191.14
17/10/2011,MCO,3477,18,148,193.17
17/10/2011,MIA,21497,154,810,139.59
17/10/2011,MSP,1625,10,52,162.5
17/10/2011,ORD,11636,65,371,179.02
17/10/2011,PHL,4406,25,132,176.24
17/10/2011,PHX,1827,17,69,107.47
17/10/2011,SEA,2649,19,112,139.42
17/10/2011,SFO,9891,43,434,230.02
17/10/2011,LGA,13334,89,492,149.82
17/10/2011,BOS,4489,28,165,160
18/10/2011,ATL,8780,62,394,141.61
18/10/2011,CLT,2089,13,59,160.69
18/10/2011,DEN,691,7,36,98.71
18/10/2011,DFW,5159,51,201,101.16
18/10/2011,DTW,2479,17,147,145.82
18/10/2011,EWR,11037,84,441,131.39
18/10/2011,IAH,6818,86,286,79.28
18/10/2011,JFK,27407,152,1289,180.31
18/10/2011,LAS,1393,9,53,154.78
18/10/2011,LAX,17202,95,817,181.07
18/10/2011,MCO,3961,20,218,198.05
18/10/2011,MIA,18003,138,738,130.46
18/10/2011,MSP,1594,11,60,144.91
18/10/2011,ORD,9411,60,320,156.85
18/10/2011,PHL,3567,24,125,148.63
18/10/2011,PHX,1581,17,73,93
18/10/2011,SEA,1981,17,120,116.53
18/10/2011,SFO,9256,47,451,196.94
18/10/2011,LGA,11037,84,441,131.39
18/10/2011,BOS,3710,27,162,137
19/10/2011,ATL,8913,63,387,141.48
19/10/2011,CLT,1971,13,48,151.62
19/10/2011,DEN,775,7,23,110.71
19/10/2011,DFW,5204,54,237,96.37
19/10/2011,DTW,2934,16,124,183.38
19/10/2011,EWR,11230,76,470,147.76
19/10/2011,IAH,7590,88,338,86.25
19/10/2011,JFK,28178,148,1284,190.39
19/10/2011,LAS,1811,9,60,201.22
19/10/2011,LAX,17547,98,875,179.05
19/10/2011,MCO,3585,18,127,199.17
19/10/2011,MIA,19161,141,793,135.89
19/10/2011,MSP,1508,12,52,125.67
19/10/2011,ORD,10123,65,329,155.74
19/10/2011,PHL,3506,25,127,140.24
19/10/2011,PHX,1092,16,46,68.25
19/10/2011,SEA,2559,19,126,134.68
19/10/2011,SFO,9168,48,433,191
19/10/2011,LGA,11230,76,470,147.76
19/10/2011,BOS,3858,25,153,154
20/10/2011,ATL,10012,67,397,149.43
20/10/2011,CLT,2223,14,65,158.79
20/10/2011,DEN,797,7,26,113.86
20/10/2011,DFW,4880,51,241,95.69
20/10/2011,DTW,3604,18,179,200.22
20/10/2011,EWR,12760,85,476,150.12
20/10/2011,IAH,7972,95,368,83.92
20/10/2011,JFK,29048,145,1269,200.33
20/10/2011,LAS,2899,18,88,161.06
20/10/2011,LAX,18607,96,876,193.82
20/10/2011,MCO,3911,20,141,195.55
20/10/2011,MIA,22299,154,822,144.8
20/10/2011,MSP,1681,10,56,168.1
20/10/2011,ORD,10430,59,333,176.78
20/10/2011,PHL,3779,24,134,157.46
20/10/2011,PHX,1433,17,63,84.29
20/10/2011,SEA,2189,17,116,128.76
20/10/2011,SFO,10298,46,438,223.87
20/10/2011,LGA,12760,85,476,150.12
20/10/2011,BOS,4446,26,145,171
21/10/2011,ATL,9979,62,374,160.95
21/10/2011,CLT,2649,15,56,176.6
21/10/2011,DEN,775,7,29,110.71
21/10/2011,DFW,6757,55,265,122.85
21/10/2011,DTW,3712,17,201,218.35
21/10/2011,EWR,13802,86,507,160.49
21/10/2011,IAH,9501,102,430,93.15
21/10/2011,JFK,32317,155,1248,208.5
21/10/2011,LAS,1988,13,71,152.92
21/10/2011,LAX,19345,101,875,191.53
21/10/2011,MCO,3883,19,178,204.37
21/10/2011,MIA,24675,160,873,154.22
21/10/2011,MSP,1989,11,74,180.82
21/10/2011,ORD,12126,65,401,186.55
21/10/2011,PHL,4421,26,142,170.04
21/10/2011,PHX,1673,16,47,104.56
21/10/2011,SEA,2783,20,127,139.15
21/10/2011,SFO,10751,46,503,233.72
21/10/2011,LGA,13802,86,507,160.49
21/10/2011,BOS,5839,31,180,188
22/10/2011,ATL,13403,80,430,167.54
22/10/2011,CLT,3473,20,66,173.65
22/10/2011,DEN,1720,13,43,132.31
22/10/2011,DFW,7596,59,238,128.75
22/10/2011,DTW,4442,19,222,233.79
22/10/2011,EWR,16189,97,534,166.9
22/10/2011,IAH,10887,102,378,106.74
22/10/2011,JFK,34563,161,1364,214.68
22/10/2011,LAS,1727,10,55,172.7
22/10/2011,LAX,23078,110,1031,209.8
22/10/2011,MCO,4774,23,188,207.57
22/10/2011,MIA,24613,160,863,153.83
22/10/2011,MSP,2255,13,72,173.46
22/10/2011,ORD,13752,66,360,208.36
22/10/2011,PHL,5293,29,181,182.52
22/10/2011,PHX,2082,18,73,115.67
22/10/2011,SEA,3287,23,133,142.91
22/10/2011,SFO,11741,47,452,249.81
22/10/2011,LGA,16189,97,534,166.9
22/10/2011,BOS,5358,25,172,214
23/10/2011,ATL,11187,67,479,166.97
23/10/2011,CLT,3077,16,55,192.31
23/10/2011,DEN,1097,9,48,121.89
23/10/2011,DFW,7491,59,264,126.97
23/10/2011,DTW,4097,18,208,227.61
23/10/2011,EWR,14723,90,532,163.59
23/10/2011,IAH,10597,101,395,104.92
23/10/2011,JFK,35680,163,1310,218.9
23/10/2011,LAS,2786,18,67,154.78
23/10/2011,LAX,21869,104,933,210.28
23/10/2011,MCO,3691,21,144,175.76
23/10/2011,MIA,24410,165,864,147.94
23/10/2011,MSP,1894,10,50,189.4
23/10/2011,ORD,12889,66,376,195.29
23/10/2011,PHL,4918,26,144,189.15
23/10/2011,PHX,2097,20,82,104.85
23/10/2011,SEA,2318,16,92,144.88
23/10/2011,SFO,11696,46,512,254.26
23/10/2011,LGA,14723,90,532,163.59
23/10/2011,BOS,5192,28,193,185
24/10/2011,ATL,10377,65,378,159.65
24/10/2011,CLT,2780,15,62,185.33
24/10/2011,DEN,980,8,42,122.5
24/10/2011,DFW,6695,56,225,119.55
24/10/2011,DTW,3788,19,175,199.37
24/10/2011,EWR,14097,90,467,156.63
24/10/2011,IAH,8824,98,369,90.04
24/10/2011,JFK,33180,155,1287,214.06
24/10/2011,LAS,1766,12,69,147.17
24/10/2011,LAX,19894,100,843,198.94
24/10/2011,MCO,3474,17,144,204.35
24/10/2011,MIA,22225,157,795,141.56
24/10/2011,MSP,1648,10,51,164.8
24/10/2011,ORD,12133,68,327,178.43
24/10/2011,PHL,3687,22,138,167.59
24/10/2011,PHX,1846,17,80,108.59
24/10/2011,SEA,3008,20,134,150.4
24/10/2011,SFO,10472,45,446,232.71
24/10/2011,LGA,14097,90,467,156.63
24/10/2011,BOS,4224,27,171,156
25/10/2011,ATL,8919,61,381,146.21
25/10/2011,CLT,2142,13,63,164.77
25/10/2011,DEN,808,8,38,101
25/10/2011,DFW,5380,51,220,105.49
25/10/2011,DTW,2314,17,157,136.12
25/10/2011,EWR,12053,85,507,141.8
25/10/2011,IAH,6767,85,288,79.61
25/10/2011,JFK,30201,156,1302,193.6
25/10/2011,LAS,1424,10,59,142.4
25/10/2011,LAX,18563,98,919,189.42
25/10/2011,MCO,4116,21,179,196
25/10/2011,MIA,18981,136,783,139.57
25/10/2011,MSP,1588,11,43,144.36
25/10/2011,ORD,9925,59,328,168.22
25/10/2011,PHL,3530,23,129,153.48
25/10/2011,PHX,1736,16,76,108.5
25/10/2011,SEA,2292,18,119,127.33
25/10/2011,SFO,9524,45,414,211.64
25/10/2011,LGA,12053,85,507,141.8
25/10/2011,BOS,3534,27,147,130
26/10/2011,ATL,9007,64,359,140.73
26/10/2011,CLT,2185,14,39,156.07
26/10/2011,DEN,812,8,36,101.5
26/10/2011,DFW,5882,54,246,108.93
26/10/2011,DTW,2984,17,200,175.53
26/10/2011,EWR,11642,78,478,149.26
26/10/2011,IAH,8174,88,336,92.89
26/10/2011,JFK,30129,153,1281,196.92
26/10/2011,LAS,1931,10,77,193.1
26/10/2011,LAX,18524,100,917,185.24
26/10/2011,MCO,3813,19,154,200.68
26/10/2011,MIA,21297,148,844,143.9
26/10/2011,MSP,1410,10,46,141
26/10/2011,ORD,10220,61,301,167.54
26/10/2011,PHL,3576,26,121,137.54
26/10/2011,PHX,1237,16,52,77.31
26/10/2011,SEA,2641,19,146,139
26/10/2011,SFO,9810,47,369,208.72
26/10/2011,LGA,11642,78,478,149.26
26/10/2011,BOS,3278,24,153,136
27/10/2011,ATL,8729,58,369,150.5
27/10/2011,CLT,1960,12,68,163.33
27/10/2011,DEN,665,7,29,95
27/10/2011,DFW,5005,48,222,104.27
27/10/2011,DTW,3458,18,184,192.11
27/10/2011,EWR,13307,82,516,162.28
27/10/2011,IAH,8077,93,382,86.85
27/10/2011,JFK,30640,146,1250,209.86
27/10/2011,LAS,3059,17,97,179.94
27/10/2011,LAX,19154,96,811,199.52
27/10/2011,MCO,3790,20,168,189.5
27/10/2011,MIA,22492,148,813,151.97
27/10/2011,MSP,1638,10,50,163.8
27/10/2011,ORD,10228,60,295,170.47
27/10/2011,PHL,3357,22,138,152.59
27/10/2011,PHX,1474,16,74,92.13
27/10/2011,SEA,1832,15,90,122.13
27/10/2011,SFO,9670,44,398,219.77
27/10/2011,LGA,13307,82,516,162.28
27/10/2011,BOS,3339,24,123,139
28/10/2011,ATL,10019,61,418,164.25
28/10/2011,CLT,2295,12,52,191.25
28/10/2011,DEN,908,8,40,113.5
28/10/2011,DFW,5794,48,225,120.71
28/10/2011,DTW,3851,17,167,226.53
28/10/2011,EWR,13826,87,541,158.92
28/10/2011,IAH,10655,101,466,105.5
28/10/2011,JFK,32515,155,1368,209.77
28/10/2011,LAS,1976,12,69,164.67
28/10/2011,LAX,20279,100,991,202.79
28/10/2011,MCO,3956,19,165,208.21
28/10/2011,MIA,24876,160,868,155.48
28/10/2011,MSP,1495,10,49,149.5
28/10/2011,ORD,11855,65,372,182.38
28/10/2011,PHL,4250,25,145,170
28/10/2011,PHX,1737,16,63,108.56
28/10/2011,SEA,3129,20,122,156.45
28/10/2011,SFO,10732,43,402,249.58
28/10/2011,LGA,13826,87,541,158.92
28/10/2011,BOS,5367,33,181,162
29/10/2011,ATL,13131,77,445,170.53
29/10/2011,CLT,3395,19,62,178.68
29/10/2011,DEN,1713,14,60,122.36
29/10/2011,DFW,7599,58,248,131.02
29/10/2011,DTW,4857,21,191,231.29
29/10/2011,EWR,12576,78,578,161.23
29/10/2011,IAH,11079,98,414,113.05
29/10/2011,JFK,29497,138,1280,213.75
29/10/2011,LAS,1903,10,71,190.3
29/10/2011,LAX,23382,111,966,210.65
29/10/2011,MCO,4720,23,191,205.22
29/10/2011,MIA,25731,158,919,162.85
29/10/2011,MSP,1837,12,71,153.08
29/10/2011,ORD,13044,67,401,194.69
29/10/2011,PHL,5241,30,177,174.7
29/10/2011,PHX,2096,18,80,116.44
29/10/2011,SEA,3183,20,134,159.15
29/10/2011,SFO,10994,45,449,244.31
29/10/2011,LGA,12576,78,578,161.23
29/10/2011,BOS,4969,28,146,177
30/10/2011,ATL,9940,61,429,162.95
30/10/2011,CLT,3235,21,71,154.05
30/10/2011,DEN,1138,9,47,126.44
30/10/2011,DFW,6977,58,252,120.29
30/10/2011,DTW,3742,17,174,220.12
30/10/2011,EWR,12468,79,432,157.82
30/10/2011,IAH,10508,101,410,104.04
30/10/2011,JFK,32629,153,1389,213.26
30/10/2011,LAS,2643,16,83,165.19
30/10/2011,LAX,19926,95,923,209.75
30/10/2011,MCO,3270,20,157,163.5
30/10/2011,MIA,25829,165,901,156.54
30/10/2011,MSP,1506,9,55,167.33
30/10/2011,ORD,11506,58,347,198.38
30/10/2011,PHL,4018,24,169,167.42
30/10/2011,PHX,2679,21,81,127.57
30/10/2011,SEA,2348,16,125,146.75
30/10/2011,SFO,10647,42,442,253.5
30/10/2011,LGA,12468,79,432,157.82
30/10/2011,BOS,3280,21,150,156
31/10/2011,ATL,8798,60,336,146.63
31/10/2011,CLT,2475,16,47,154.69
31/10/2011,DEN,889,8,32,111.13
31/10/2011,DFW,6125,55,221,111.36
31/10/2011,DTW,3659,19,161,192.58
31/10/2011,EWR,12546,91,479,137.87
31/10/2011,IAH,8018,87,319,92.16
31/10/2011,JFK,28952,146,1178,198.3
31/10/2011,LAS,1975,11,72,179.55
31/10/2011,LAX,18820,94,934,200.21
31/10/2011,MCO,3196,18,162,177.56
31/10/2011,MIA,22036,153,807,144.03
